leaf_path	block_idx	runnability	label	exit_code	bucket	expected_count	actual_lines	expected_match	expected_crash
08_Conditional-Expressions-and-Arithmetic/04_String-operators.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	5	5	MISSING:1/5	0
08_Conditional-Expressions-and-Arithmetic/05_Pattern-matching-with.md	1	RUNNABLE	NEUTRAL	0	OK	2	2	OK	0
08_Conditional-Expressions-and-Arithmetic/05_Pattern-matching-with.md	2	RUNNABLE	NEUTRAL	0	OK	3	3	OK	0
08_Conditional-Expressions-and-Arithmetic/06_Regex-matching-with.md	1	RUNNABLE	NEUTRAL	0	OK	1	1	OK	0
08_Conditional-Expressions-and-Arithmetic/06_Regex-matching-with.md	2	RUNNABLE	NEUTRAL	0	OK	2	2	OK	0
08_Conditional-Expressions-and-Arithmetic/06_Regex-matching-with.md	3	RUNNABLE	NEUTRAL	0	OK	1	1	OK	0
08_Conditional-Expressions-and-Arithmetic/07_Logical-operators-and-grouping.md	1	RUNNABLE	MIXED	1	CRASH	0	0	-	0
08_Conditional-Expressions-and-Arithmetic/08_Quoting-rules-inside.md	1	RUNNABLE	NEUTRAL	2	CRASH	7	5	-	0
08_Conditional-Expressions-and-Arithmetic/09_Arithmetic-context.md	1	RUNNABLE	NEUTRAL	0	OK	3	3	OK	0
08_Conditional-Expressions-and-Arithmetic/09_Arithmetic-context.md	2	RUNNABLE	NEUTRAL	1	CRASH	1	0	-	0
08_Conditional-Expressions-and-Arithmetic/09_Arithmetic-context.md	3	RUNNABLE	RIGHT	0	NO_EXPECTED	0	0	-	0
08_Conditional-Expressions-and-Arithmetic/11_Integer-types-overflow-base-prefixes.md	1	RUNNABLE	RIGHT	0	MISMATCH	5	5	MISSING:3/5	0
08_Conditional-Expressions-and-Arithmetic/12_Floating-point-workarounds.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	3	3	MISSING:3/3	0
08_Conditional-Expressions-and-Arithmetic/13_let-builtin.md	1	RUNNABLE	MIXED	0	OK	1	1	OK	0
09_Functions/01_Definition-syntax.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
09_Functions/01_Definition-syntax.md	2	RUNNABLE	NEUTRAL	0	MISMATCH	1	5	MISSING:1/1	0
09_Functions/01_Definition-syntax.md	3	RUNNABLE	NEUTRAL	1	CRASH	2	0	-	0
09_Functions/01_Definition-syntax.md	4	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
09_Functions/02_Argument-passing.md	1	RUNNABLE	NEUTRAL	1	CRASH	3	0	-	0
09_Functions/02_Argument-passing.md	3	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
09_Functions/02_Argument-passing.md	4	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
09_Functions/03_local-and-scope.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	3	2	MISSING:3/3	0
09_Functions/03_local-and-scope.md	2	RUNNABLE	NEUTRAL	0	MISMATCH	1	0	MISSING:1/1	0
09_Functions/03_local-and-scope.md	3	RUNNABLE	NEUTRAL	0	OK	1	1	OK	0
09_Functions/03_local-and-scope.md	4	RUNNABLE	NEUTRAL	0	MISMATCH	1	0	MISSING:1/1	0
09_Functions/03_local-and-scope.md	5	RUNNABLE	NEUTRAL	0	MISMATCH	2	0	MISSING:2/2	0
09_Functions/04_Return-value-via-return-N.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	1	1	MISSING:1/1	0
09_Functions/04_Return-value-via-return-N.md	2	RUNNABLE	MIXED	13	CRASH	0	0	-	0
09_Functions/05_Communicating-results.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	1	1	MISSING:1/1	0
09_Functions/05_Communicating-results.md	2	RUNNABLE	NEUTRAL	0	OK	1	1	OK	0
09_Functions/05_Communicating-results.md	3	RUNNABLE	NEUTRAL	0	OK	1	1	OK	0
09_Functions/05_Communicating-results.md	4	RUNNABLE	NEUTRAL	0	MISMATCH	1	1	MISSING:1/1	0
09_Functions/06_Recursion-and-FUNCNEST.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
09_Functions/07_Function-tracing.md	1	RUNNABLE	NEUTRAL	1	CRASH	1	1	-	0
09_Functions/08_Listing-and-inspecting-functions.md	1	RUNNABLE	NEUTRAL	1	CRASH	2	0	-	0
09_Functions/09_Exporting-functions.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	3	2	MISSING:2/3	0
09_Functions/11_Self-locating-with-BASH_SOURCE.md	1	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
09_Functions/11_Self-locating-with-BASH_SOURCE.md	2	RUNNABLE	NEUTRAL	0	MISMATCH	1	0	MISSING:1/1	0
09_Functions/12_Calling-convention-discipline.md	1	RUNNABLE	NEUTRAL	0	OK	3	2	OK	0
10_Sourcing-Libraries-and-Modules/01_source-semantics.md	1	RUNNABLE	NEUTRAL	1	CRASH	1	1	-	0
10_Sourcing-Libraries-and-Modules/01_source-semantics.md	2	RUNNABLE	NEUTRAL	1	CRASH	2	0	-	0
10_Sourcing-Libraries-and-Modules/01_source-semantics.md	3	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
10_Sourcing-Libraries-and-Modules/01_source-semantics.md	4	RUNNABLE	NEUTRAL	1	CRASH	1	0	-	0
10_Sourcing-Libraries-and-Modules/02_The-BASH_SOURCE-array.md	1	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
10_Sourcing-Libraries-and-Modules/03_Self-locating-library-pattern.md	1	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
10_Sourcing-Libraries-and-Modules/03_Self-locating-library-pattern.md	2	RUNNABLE	NEUTRAL	1	CRASH	3	0	-	0
10_Sourcing-Libraries-and-Modules/04_Idempotent-sourcing-guards.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
10_Sourcing-Libraries-and-Modules/04_Idempotent-sourcing-guards.md	2	RUNNABLE	NEUTRAL	1	CRASH	5	0	-	0
10_Sourcing-Libraries-and-Modules/05_Namespace-prefixes.md	1	RUNNABLE	NEUTRAL	1	CRASH	4	0	-	0
10_Sourcing-Libraries-and-Modules/06_Public-vs-private-conventions.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
10_Sourcing-Libraries-and-Modules/07_Version-negotiation.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
10_Sourcing-Libraries-and-Modules/07_Version-negotiation.md	2	RUNNABLE	NEUTRAL	1	CRASH	1	0	-	0
10_Sourcing-Libraries-and-Modules/08_Lazy-and-conditional-loading.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
10_Sourcing-Libraries-and-Modules/08_Lazy-and-conditional-loading.md	2	RUNNABLE	NEUTRAL	1	CRASH	2	0	-	0
10_Sourcing-Libraries-and-Modules/08_Lazy-and-conditional-loading.md	3	RUNNABLE	NEUTRAL	1	CRASH	2	0	-	0
10_Sourcing-Libraries-and-Modules/08_Lazy-and-conditional-loading.md	4	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
10_Sourcing-Libraries-and-Modules/09_Cross-shell-sourcing-pitfalls.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
10_Sourcing-Libraries-and-Modules/10_API-design.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
11_Process-Management/01_The-Bash-process-tree-at-runtime.md	1	RUNNABLE	NEUTRAL	0	MISSING_ANNOT	0	4	-	0
11_Process-Management/02_PIDs-BASHPID-PPID.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	3	3	MISSING:3/3	0
11_Process-Management/02_PIDs-BASHPID-PPID.md	2	RUNNABLE	MIXED	0	NO_EXPECTED	0	0	-	0
11_Process-Management/03_Subshell-origins.md	1	RUNNABLE	NEUTRAL	0	OK	2	2	OK	0
11_Process-Management/03_Subshell-origins.md	2	RUNNABLE	NEUTRAL	0	OK	1	1	OK	0
11_Process-Management/04_BASH_SUBSHELL-depth-tracking.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	4	4	MISSING:4/4	0
11_Process-Management/04_BASH_SUBSHELL-depth-tracking.md	2	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
11_Process-Management/05_Foreground-vs-background.md	1	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
11_Process-Management/05_Foreground-vs-background.md	3	RUNNABLE	NEUTRAL	0	MISSING_ANNOT	0	6	-	0
11_Process-Management/05_Foreground-vs-background.md	4	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
11_Process-Management/05_Foreground-vs-background.md	5	RUNNABLE	MIXED	127	CRASH	1	1	-	0
11_Process-Management/06_Process-groups-and-sessions.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	5	8	MISSING:5/5	0
11_Process-Management/09_Job-control-builtins.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	1	1	MISSING:1/1	0
11_Process-Management/09_Job-control-builtins.md	2	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
11_Process-Management/11_nohup-and-setsid.md	1	RUNNABLE	NEUTRAL	0	MISSING_ANNOT	0	1	-	0
11_Process-Management/11_nohup-and-setsid.md	2	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
11_Process-Management/11_nohup-and-setsid.md	3	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
11_Process-Management/11_nohup-and-setsid.md	4	RUNNABLE	MIXED	0	MISMATCH	3	0	MISSING:3/3	0
11_Process-Management/12_Detaching-from-the-terminal.md	1	RUNNABLE	NEUTRAL	0	MISSING_ANNOT	0	1	-	0
11_Process-Management/13_Environment-inheritance.md	1	RUNNABLE	NEUTRAL	0	OK	2	2	OK	0
11_Process-Management/13_Environment-inheritance.md	2	RUNNABLE	NEUTRAL	1	CRASH	1	0	-	0
11_Process-Management/13_Environment-inheritance.md	3	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
12_Signals-and-Traps/01_Signal-taxonomy.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	1	3	MISSING:1/1	0
12_Signals-and-Traps/04_Signal-disposition.md	1	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
12_Signals-and-Traps/04_Signal-disposition.md	2	RUNNABLE	NEUTRAL	0	OK	1	1	OK	0
12_Signals-and-Traps/05_The-trap-builtin.md	1	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
12_Signals-and-Traps/05_The-trap-builtin.md	3	RUNNABLE	RIGHT	0	MISSING_ANNOT	0	1	-	0
12_Signals-and-Traps/05_The-trap-builtin.md	4	RUNNABLE	MIXED	0	NO_EXPECTED	0	0	-	0
12_Signals-and-Traps/05_The-trap-builtin.md	5	RUNNABLE	NEUTRAL	1	CRASH	1	0	-	0
12_Signals-and-Traps/05_The-trap-builtin.md	6	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
12_Signals-and-Traps/05_The-trap-builtin.md	7	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
12_Signals-and-Traps/06_Pseudo-signals-EXIT-ERR-DEBUG-RETURN.md	2	RUNNABLE	NEUTRAL	1	CRASH	1	0	-	0
12_Signals-and-Traps/06_Pseudo-signals-EXIT-ERR-DEBUG-RETURN.md	3	RUNNABLE	NEUTRAL	127	CRASH	1	0	-	0
12_Signals-and-Traps/06_Pseudo-signals-EXIT-ERR-DEBUG-RETURN.md	4	RUNNABLE	NEUTRAL	7	CRASH	2	0	-	0
12_Signals-and-Traps/07_trap-p-and-trap-inspection.md	1	RUNNABLE	NEUTRAL	127	CRASH	2	3	-	0
12_Signals-and-Traps/07_trap-p-and-trap-inspection.md	2	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
12_Signals-and-Traps/08_Trap-inheritance.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	3	2	MISSING:3/3	0
12_Signals-and-Traps/08_Trap-inheritance.md	2	RUNNABLE	NEUTRAL	0	MISMATCH	2	4	MISSING:2/2	0
12_Signals-and-Traps/09_Trap-reset-across-exec.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	1	1	MISSING:1/1	0
12_Signals-and-Traps/10_Synchronous-vs-asynchronous-delivery.md	1	RUNNABLE	NEUTRAL	124	TIMEOUT	1	1	-	0
12_Signals-and-Traps/11_Signal-safe-code.md	1	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
12_Signals-and-Traps/13_Tempfile-and-tempdir-lifecycle.md	2	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
12_Signals-and-Traps/14_Lockfile-pattern.md	1	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
12_Signals-and-Traps/15_Atomic-file-write.md	1	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
12_Signals-and-Traps/15_Atomic-file-write.md	2	RUNNABLE	NEUTRAL	1	CRASH	2	0	-	0
12_Signals-and-Traps/15_Atomic-file-write.md	3	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
12_Signals-and-Traps/16_Reload-on-SIGHUP.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
12_Signals-and-Traps/16_Reload-on-SIGHUP.md	2	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
13_Error-Handling-and-Exit-Status/01_Exit-status-fundamentals.md	1	RUNNABLE	NEUTRAL	1	CRASH	5	0	-	0
13_Error-Handling-and-Exit-Status/01_Exit-status-fundamentals.md	2	RUNNABLE	NEUTRAL	1	CRASH	2	0	-	0
13_Error-Handling-and-Exit-Status/02_set-e-errexit-full-semantics.md	1	RUNNABLE	NEUTRAL	1	CRASH	2	1	-	0
13_Error-Handling-and-Exit-Status/02_set-e-errexit-full-semantics.md	2	RUNNABLE	NEUTRAL	1	CRASH	2	0	-	0
13_Error-Handling-and-Exit-Status/02_set-e-errexit-full-semantics.md	3	RUNNABLE	NEUTRAL	0	MISSING_ANNOT	0	1	-	0
13_Error-Handling-and-Exit-Status/02_set-e-errexit-full-semantics.md	4	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
13_Error-Handling-and-Exit-Status/03_The-errexit-exemption-matrix.md	1	RUNNABLE	NEUTRAL	1	CRASH	4	1	-	0
13_Error-Handling-and-Exit-Status/03_The-errexit-exemption-matrix.md	2	RUNNABLE	NEUTRAL	124	TIMEOUT	0	0	-	0
13_Error-Handling-and-Exit-Status/03_The-errexit-exemption-matrix.md	3	RUNNABLE	NEUTRAL	1	CRASH	2	1	-	0
13_Error-Handling-and-Exit-Status/03_The-errexit-exemption-matrix.md	4	RUNNABLE	NEUTRAL	1	CRASH	2	1	-	0
13_Error-Handling-and-Exit-Status/03_The-errexit-exemption-matrix.md	5	RUNNABLE	NEUTRAL	1	CRASH	2	2	-	0
13_Error-Handling-and-Exit-Status/03_The-errexit-exemption-matrix.md	6	RUNNABLE	NEUTRAL	1	CRASH	4	0	-	0
13_Error-Handling-and-Exit-Status/03_The-errexit-exemption-matrix.md	7	RUNNABLE	NEUTRAL	1	CRASH	2	0	-	0
13_Error-Handling-and-Exit-Status/04_set-u-nounset.md	1	RUNNABLE	NEUTRAL	1	CRASH	3	1	-	0
13_Error-Handling-and-Exit-Status/04_set-u-nounset.md	2	RUNNABLE	NEUTRAL	0	MISMATCH	2	0	MISSING:2/2	0
13_Error-Handling-and-Exit-Status/04_set-u-nounset.md	3	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
13_Error-Handling-and-Exit-Status/05_set-o-pipefail.md	1	RUNNABLE	NEUTRAL	0	OK	3	3	OK	0
13_Error-Handling-and-Exit-Status/05_set-o-pipefail.md	3	RUNNABLE	NEUTRAL	141	CRASH	1	0	-	0
13_Error-Handling-and-Exit-Status/06_inherit_errexit.md	1	RUNNABLE	NEUTRAL	0	OK	1	1	OK	0
13_Error-Handling-and-Exit-Status/06_inherit_errexit.md	2	RUNNABLE	NEUTRAL	1	CRASH	1	0	-	0
13_Error-Handling-and-Exit-Status/07_and-true-idioms.md	1	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
13_Error-Handling-and-Exit-Status/07_and-true-idioms.md	2	RUNNABLE	NEUTRAL	0	MISMATCH	1	2	MISSING:1/1	0
13_Error-Handling-and-Exit-Status/07_and-true-idioms.md	3	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
13_Error-Handling-and-Exit-Status/08_The-ERR-trap.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
13_Error-Handling-and-Exit-Status/08_The-ERR-trap.md	2	RUNNABLE	NEUTRAL	1	CRASH	2	0	-	0
13_Error-Handling-and-Exit-Status/08_The-ERR-trap.md	3	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
13_Error-Handling-and-Exit-Status/09_errtrace-and-trap-inheritance.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
13_Error-Handling-and-Exit-Status/09_errtrace-and-trap-inheritance.md	2	RUNNABLE	NEUTRAL	1	CRASH	1	0	-	0
13_Error-Handling-and-Exit-Status/09_errtrace-and-trap-inheritance.md	3	RUNNABLE	NEUTRAL	1	CRASH	1	0	-	0
13_Error-Handling-and-Exit-Status/10_Exit-code-conventions.md	1	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
13_Error-Handling-and-Exit-Status/11_Propagating-exit-codes.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	1	1	MISSING:1/1	0
13_Error-Handling-and-Exit-Status/11_Propagating-exit-codes.md	2	RUNNABLE	NEUTRAL	1	CRASH	1	0	-	0
13_Error-Handling-and-Exit-Status/11_Propagating-exit-codes.md	3	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
13_Error-Handling-and-Exit-Status/11_Propagating-exit-codes.md	5	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
13_Error-Handling-and-Exit-Status/11_Propagating-exit-codes.md	6	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
13_Error-Handling-and-Exit-Status/12_Rich-error-output.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
13_Error-Handling-and-Exit-Status/12_Rich-error-output.md	2	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
13_Error-Handling-and-Exit-Status/12_Rich-error-output.md	3	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
13_Error-Handling-and-Exit-Status/12_Rich-error-output.md	4	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
14_Input-Output-and-Messaging/01_Standard-streams-discipline.md	1	RUNNABLE	NEUTRAL	0	MISSING_ANNOT	0	2	-	0
14_Input-Output-and-Messaging/01_Standard-streams-discipline.md	2	RUNNABLE	NEUTRAL	127	CRASH	1	1	-	0
14_Input-Output-and-Messaging/01_Standard-streams-discipline.md	3	RUNNABLE	NEUTRAL	127	CRASH	1	1	-	0
14_Input-Output-and-Messaging/03_mapfile-readarray.md	1	RUNNABLE	NEUTRAL	0	MISSING_ANNOT	0	1	-	0
14_Input-Output-and-Messaging/03_mapfile-readarray.md	2	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
14_Input-Output-and-Messaging/04_The-printf-builtin.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	1	0	MISSING:1/1	0
14_Input-Output-and-Messaging/04_The-printf-builtin.md	2	RUNNABLE	NEUTRAL	0	MISMATCH	1	3	MISSING:1/1	0
14_Input-Output-and-Messaging/05_printf-vs-echo.md	1	RUNNABLE	MIXED	0	MISMATCH	5	5	MISSING:3/5	0
14_Input-Output-and-Messaging/07_Logging-discipline.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
14_Input-Output-and-Messaging/07_Logging-discipline.md	2	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
14_Input-Output-and-Messaging/07_Logging-discipline.md	3	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
14_Input-Output-and-Messaging/07_Logging-discipline.md	4	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
14_Input-Output-and-Messaging/07_Logging-discipline.md	5	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
14_Input-Output-and-Messaging/07_Logging-discipline.md	6	RUNNABLE	MIXED	1	CRASH	0	1	-	0
14_Input-Output-and-Messaging/09_Coloured-output-and-TERM-detection.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
14_Input-Output-and-Messaging/09_Coloured-output-and-TERM-detection.md	3	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
14_Input-Output-and-Messaging/09_Coloured-output-and-TERM-detection.md	4	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
14_Input-Output-and-Messaging/10_Progress-indicators.md	1	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
14_Input-Output-and-Messaging/11_Reading-binary-data.md	1	RUNNABLE	NEUTRAL	0	MISSING_ANNOT	0	1	-	0
14_Input-Output-and-Messaging/12_File-locking-for-concurrent-writes.md	1	RUNNABLE	NEUTRAL	0	MISMATCH	1	1	MISSING:1/1	0
14_Input-Output-and-Messaging/12_File-locking-for-concurrent-writes.md	2	RUNNABLE	NEUTRAL	0	MISMATCH	1	0	MISSING:1/1	0
14_Input-Output-and-Messaging/12_File-locking-for-concurrent-writes.md	3	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
15_Command-Line-Processing/01_CLI-conventions.md	1	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
15_Command-Line-Processing/01_CLI-conventions.md	2	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
15_Command-Line-Processing/02_getopts-builtin.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
15_Command-Line-Processing/02_getopts-builtin.md	2	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
15_Command-Line-Processing/02_getopts-builtin.md	3	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
15_Command-Line-Processing/03_GNU-getopt1-external.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
15_Command-Line-Processing/03_GNU-getopt1-external.md	2	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
15_Command-Line-Processing/04_Hand-rolled-while-case-shift.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
15_Command-Line-Processing/04_Hand-rolled-while-case-shift.md	2	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
15_Command-Line-Processing/04_Hand-rolled-while-case-shift.md	3	RUNNABLE	NEUTRAL	2	CRASH	0	0	-	0
15_Command-Line-Processing/05_Long-options.md	1	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
15_Command-Line-Processing/05_Long-options.md	2	RUNNABLE	NEUTRAL	2	CRASH	0	0	-	0
15_Command-Line-Processing/06_Bundled-short-options.md	1	RUNNABLE	NEUTRAL	2	CRASH	0	0	-	0
15_Command-Line-Processing/06_Bundled-short-options.md	2	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
15_Command-Line-Processing/06_Bundled-short-options.md	3	RUNNABLE	MIXED	2	CRASH	0	0	-	0
15_Command-Line-Processing/07_end-of-options.md	1	RUNNABLE	NEUTRAL	2	CRASH	0	0	-	0
15_Command-Line-Processing/07_end-of-options.md	2	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
15_Command-Line-Processing/08_Subcommand-dispatch.md	1	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
15_Command-Line-Processing/08_Subcommand-dispatch.md	2	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
15_Command-Line-Processing/08_Subcommand-dispatch.md	3	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
15_Command-Line-Processing/11_Auto-generating-usage.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
15_Command-Line-Processing/11_Auto-generating-usage.md	2	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
15_Command-Line-Processing/11_Auto-generating-usage.md	3	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
16_Concurrency-and-Parallelism/01_Sequential-vs-background-execution.md	1	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
16_Concurrency-and-Parallelism/01_Sequential-vs-background-execution.md	2	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
16_Concurrency-and-Parallelism/02_wait-and-wait-n.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
16_Concurrency-and-Parallelism/02_wait-and-wait-n.md	2	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
16_Concurrency-and-Parallelism/03_wait-pid-for-specific-child.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
16_Concurrency-and-Parallelism/04_Capturing-per-child-exit-status.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
16_Concurrency-and-Parallelism/04_Capturing-per-child-exit-status.md	2	RUNNABLE	NEUTRAL	1	CRASH	1	0	-	0
16_Concurrency-and-Parallelism/05_Bounded-concurrency-fan-out.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
16_Concurrency-and-Parallelism/05_Bounded-concurrency-fan-out.md	4	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
16_Concurrency-and-Parallelism/06_The-job-table-under-concurrency.md	1	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
16_Concurrency-and-Parallelism/06_The-job-table-under-concurrency.md	2	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
16_Concurrency-and-Parallelism/06_The-job-table-under-concurrency.md	3	RUNNABLE	NEUTRAL	127	CRASH	0	0	-	0
16_Concurrency-and-Parallelism/07_xargs-P.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
16_Concurrency-and-Parallelism/07_xargs-P.md	2	RUNNABLE	NEUTRAL	0	MISSING_ANNOT	0	100	-	0
16_Concurrency-and-Parallelism/07_xargs-P.md	3	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
16_Concurrency-and-Parallelism/08_GNU-parallel.md	2	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
16_Concurrency-and-Parallelism/09_Race-conditions-in-shell.md	3	RUNNABLE	RIGHT	1	CRASH	1	0	-	0
16_Concurrency-and-Parallelism/09_Race-conditions-in-shell.md	4	RUNNABLE	MIXED	1	CRASH	1	0	-	0
16_Concurrency-and-Parallelism/09_Race-conditions-in-shell.md	5	RUNNABLE	MIXED	0	MISMATCH	1	0	MISSING:1/1	0
16_Concurrency-and-Parallelism/10_Locking-primitives.md	1	RUNNABLE	NEUTRAL	127	CRASH	1	0	-	0
16_Concurrency-and-Parallelism/10_Locking-primitives.md	2	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
16_Concurrency-and-Parallelism/10_Locking-primitives.md	3	RUNNABLE	NEUTRAL	127	CRASH	1	0	-	0
17_Coprocesses-and-IPC/03_Multiple-coprocesses.md	3	RUNNABLE	MIXED	0	NO_EXPECTED	0	0	-	0
17_Coprocesses-and-IPC/05_Anonymous-pipes.md	1	RUNNABLE	NEUTRAL	1	CRASH	0	0	-	0
17_Coprocesses-and-IPC/05_Anonymous-pipes.md	2	RUNNABLE	NEUTRAL	141	CRASH	0	5	-	0
17_Coprocesses-and-IPC/07_devshm-shared-memory.md	1	RUNNABLE	NEUTRAL	0	NO_EXPECTED	0	0	-	0
